2500,10000
1714,1774
1715,1745
1714,1755
1712,1751
1711,1759
1713,1752
1716,1738
1724,1757
1717,1751
1712,1760
1717,1750
1717,1753
1712,1761
1711,1753
1714,1775
1709,1757
1715,1751
1714,1770
1723,1784
1720,1782
1734,1786
1718,1766
1712,1780
1715,1774
1711,1752
1716,1762
1713,1755
1718,1757
1712,1754
1712,1737
1712,1748
1714,1754
1716,1769
1725,1751
1716,1751
1712,1762
1714,1755
1713,1775
1711,1756
1714,1774
1728,1773
1720,1765
1713,1778
1717,1780
1719,1778
1714,1774
1716,1787
1720,1772
1713,1765
1715,1766
1713,1760
1712,1754
1712,1741
1729,1752
1722,1760
1725,1763
1719,1755
1724,1772
1723,1768
1720,1792
1720,1780
1717,1742
1715,1752
1712,1758
1715,1764
1712,1763
1712,1770
1714,1762
1720,1777
1714,1772
1715,1773
1712,1752
1715,1754
1715,1755
1717,1772
1723,1749
1717,1751
1709,1752
1716,1758
1713,1748
1720,1747
1712,1753
1717,1756
1717,1788
1714,1767
1726,1768
1718,1775
1724,1771
1724,1775
1724,1781
1719,1771
1722,1784
1715,1777
1713,1757
1716,1765
1718,1752
1714,1777
1721,1757
1720,1757
1716,1740
1714,1745
1712,1757
1711,1750
1713,1747
1712,1747
1714,1755
1715,1779
1711,1756
1712,1767
1714,1763
1712,1766
1715,1775
1728,1782
1717,1778
1714,1775
1711,1775
1713,1754
1714,1764
1712,1754
1722,1759
1715,1762
1715,1743
1711,1740
1713,1740
1714,1769
1714,1758
1715,1752
1713,1747
1723,1766
1723,1787
1715,1761
1714,1754
1715,1762
1715,1773
1719,1789
1720,1782
1718,1773
1715,1786
1730,1774
1724,1770
1727,1770
1717,1768
1712,1764
1714,1777
1718,1761
1723,1746
1716,1766
1718,1761
1711,1747
1714,1755
1712,1756
1715,1762
1734,1779
1715,1762
1717,1757
1715,1766
1715,1762
1716,1776
1713,1757
1716,1760
1714,1761
1715,1765
1716,1771
1723,1760
1730,1751
1711,1761
1714,1763
1715,1749
1711,1752
1716,1743
1711,1752
1711,1752
1714,1758
1716,1744
1716,1746
1712,1776
1715,1765
1712,1757
1719,1775
1726,1760
1722,1780
1714,1771
1721,1764
1713,1780
1713,1771
1714,1758
1716,1776
1714,1753
1714,1761
1714,1756
1716,1744
1711,1751
1718,1736
1716,1745
1716,1752
1715,1758
1711,1747
1718,1748
1714,1786
1710,1762
1713,1757
1717,1763
1716,1764
1711,1774
1717,1768
1717,1777
1724,1787
1715,1770
1719,1756
1708,1772
1714,1760
1715,1766
1711,1769
1715,1746
1712,1755
1717,1741
1717,1749
1716,1755
1713,1758
1720,1749
1715,1745
1713,1768
1708,1763
1718,1760
1712,1767
1715,1753
1711,1777
1714,1767
1716,1761
1710,1780
1725,1764
1713,1759
1713,1773
1717,1762
1720,1771
1713,1758
1715,1743
1715,1752
1716,1749
1715,1750
1713,1744
1717,1758
1714,1759
1718,1751
1713,1764
1715,1777
1714,1760
1715,1764
1713,1758
1712,1779
1715,1779
1727,1769
1729,1786
1706,1767
1724,1761
1714,1753
1728,1770
1724,1798
1714,1759
1714,1754
1714,1752
1715,1766
1720,1750
1717,1753
1715,1752
1710,1754
1712,1746
1712,1742
1714,1759
1716,1765
1714,1761
1714,1757
1713,1778
1730,1770
1729,1782
1719,1799
1722,1777
1730,1764
1713,1776
1714,1762
1719,1772
1711,1751
1716,1749
1714,1752
1730,1754
1712,1743
1713,1766
1731,1751
1714,1753
1733,1750
1730,1764
1730,1757
1717,1763
1725,1783
1721,1767
1712,1770
1710,1761
1717,1772
1719,1785
1716,1784
1721,1767
1725,1778
1713,1765
1715,1777
1712,1761
1713,1748
1714,1771
1712,1770
1724,1769
1717,1756
1713,1751
1720,1751
1712,1753
1728,1770
1716,1756
1714,1761
1714,1766
1713,1756
1714,1772
1715,1764
1710,1766
1714,1779
1711,1784
1721,1774
1725,1780
1717,1770
1714,1778
1715,1763
1712,1744
1715,1754
1715,1756
1715,1748
1716,1745
1711,1748
1714,1758
1714,1754
1713,1756
1713,1746
1718,1761
1713,1765
1714,1757
1712,1769
1713,1766
1722,1759
1715,1781
1714,1770
1716,1766
1719,1755
1714,1771
1715,1795
1724,1776
1727,1749
1733,1756
1713,1757
1715,1758
1715,1746
1714,1768
1717,1757
1712,1749
1716,1740
1712,1758
1714,1753
1715,1768
1717,1753
1713,1770
1715,1764
1726,1755
1715,1780
1715,1772
1717,1770
1712,1764
1715,1762
1716,1777
1713,1757
1716,1753
1714,1759
1731,1767
1725,1763
1713,1752
1714,1743
1711,1747
1713,1753
1720,1756
1717,1746
1716,1759
1715,1770
1715,1757
1712,1769
1720,1762
1715,1754
1716,1779
1716,1770
1715,1769
1715,1764
1715,1760
1712,1786
1715,1770
1711,1743
1715,1759
1716,1749
1714,1764
1717,1750
1716,1740
1714,1747
1718,1755
1714,1759
1716,1744
1724,1764
1718,1774
1720,1773
1715,1772
1712,1770
1710,1748
1713,1764
1714,1779
1713,1769
1715,1762
1714,1762
1712,1784
1715,1775
1714,1748
1715,1753
1712,1766
1722,1763
1726,1765
1720,1745
1730,1761
1719,1750
1712,1758
1712,1744
1708,1747
1714,1759
1713,1761
1712,1775
1713,1757
1710,1758
1712,1769
1719,1774
1714,1772
1712,1770
1713,1757
1715,1783
1712,1768
1711,1751
1712,1761
1719,1750
1713,1758
1715,1757
1711,1740
1714,1758
1732,1759
1713,1750
1712,1764
1712,1750
1713,1759
1728,1758
1711,1775
1713,1760
1714,1763
1723,1783
1717,1771
1713,1769
1714,1770
1715,1755
1713,1788
1713,1761
1715,1754
1716,1756
1713,1751
1716,1763
1712,1762
1713,1742
1715,1741
1713,1749
1717,1756
1711,1749
1714,1750
1712,1748
1711,1763
1712,1774
1723,1775
1715,1753
1718,1768
1712,1763
1714,1769
1712,1775
1727,1761
1716,1782
1712,1777
1717,1756
1713,1751
1714,1753
1712,1768
1712,1764
1712,1742
1716,1744
1728,1761
1720,1771
1716,1751
1714,1748
1724,1756
1721,1761
1714,1781
1715,1760
1715,1760
1717,1753
1712,1763
1713,1773
1716,1770
1715,1754
1716,1792
1725,1784
1724,1762
1721,1762
1712,1749
1715,1774
1714,1766
1723,1757
1719,1765
1718,1752
1714,1754
1715,1756
1716,1755
1714,1752
1716,1754
1726,1783
1728,1766
1725,1765
1723,1779
1726,1762
1723,1790
1713,1762
1717,1777
1723,1792
1720,1788
1729,1768
1723,1785
1724,1759
1728,1762
1713,1762
1724,1742
1716,1747
1715,1757
1713,1750
1714,1762
1716,1752
1724,1760
1714,1754
1712,1765
1716,1759
1714,1757
1717,1767
1718,1767
1710,1775
1712,1756
1716,1766
1717,1790
1732,1760
1712,1762
1714,1773
1717,1762
1714,1764
1713,1758
1714,1743
1711,1750
1713,1745
1717,1760
1718,1753
1713,1756
1711,1754
1724,1753
1714,1782
1730,1769
1720,1771
1712,1770
1715,1762
1714,1784
1716,1767
1713,1767
1715,1796
1729,1769
1713,1774
1716,1772
1713,1752
1714,1766
1711,1765
1712,1744
1717,1753
1713,1742
1714,1761
1712,1750
1712,1756
1727,1758
1720,1764
1720,1776
1713,1761
1711,1756
1712,1760
1713,1757
1716,1782
1712,1783
1732,1771
1730,1785
1725,1772
1715,1760
1714,1771
1732,1758
1715,1764
1713,1756
1712,1740
1713,1753
1714,1740
1726,1749
1714,1753
1712,1758
1722,1746
1715,1752
1711,1770
1714,1760
1715,1759
1713,1767
1729,1768
1719,1790
1714,1772
1716,1762
1715,1789
1716,1763
1715,1762
1713,1786
1712,1759
