2694,10000
724,1462,17058,13654
721,1451,17021,13645
724,1455,17041,13642
724,1470,17049,13645
722,1471,16976,13586
726,1463,17114,13721
723,1464,17033,13635
725,1463,17072,13659
733,1473,17220,13772
718,1460,16888,13533
724,1456,17070,13702
725,1455,17041,13621
723,1477,17020,13629
723,1471,17035,13622
721,1470,16981,13574
725,1460,17080,13687
723,1454,17030,13673
725,1454,17066,13681
724,1471,17047,13622
723,1462,17041,13624
732,1477,17176,13737
724,1460,17049,13664
723,1469,17044,13668
724,1463,17061,13688
722,1462,16982,13594
724,1455,17047,13638
724,1469,17071,13667
724,1460,17081,13685
722,1468,17009,13620
721,1481,16963,13578
724,1449,17060,13682
721,1464,16989,13579
723,1461,17063,13671
723,1475,17054,13619
721,1461,16999,13588
724,1468,17061,13666
720,1468,16953,13571
721,1465,16986,13611
723,1461,17036,13632
722,1458,16994,13593
724,1458,17070,13687
723,1467,17013,13618
722,1472,17004,13618
720,1451,16957,13574
723,1466,17006,13650
726,1457,17108,13737
722,1472,17002,13571
722,1463,17008,13617
723,1449,17031,13659
721,1457,16973,13571
724,1458,17069,13690
721,1481,16977,13553
721,1471,16986,13591
723,1465,17032,13642
722,1463,17016,13618
723,1450,17052,13671
720,1464,16931,13555
725,1469,17067,13680
727,1457,17077,13647
722,1459,17006,13603
723,1469,17036,13660
721,1471,16977,13572
722,1460,17041,13669
722,1463,17005,13641
725,1451,17054,13679
723,1462,17021,13608
724,1471,17012,13603
723,1463,17024,13639
722,1461,17027,13645
722,1460,16978,13580
722,1471,16993,13619
721,1468,16952,13553
728,1465,17118,13685
723,1457,17041,13634
723,1474,17041,13620
723,1467,17024,13638
720,1461,16930,13544
727,1449,17113,13730
736,1466,17315,13866
736,1462,17373,13935
726,1460,17113,13732
721,1455,16957,13537
724,1460,17062,13683
723,1454,17024,13627
723,1471,17055,13653
721,1459,16989,13642
723,1472,17040,13615
724,1458,17082,13703
723,1459,17027,13629
729,1471,17115,13685
722,1471,16993,13623
722,1464,16990,13606
724,1458,17070,13675
731,1453,17221,13801
724,1465,17075,13663
730,1466,17194,13777
725,1461,17078,13677
733,1474,17217,13774
723,1469,17038,13631
722,1451,17018,13617
723,1452,17022,13646
724,1461,17076,13682
725,1447,17072,13677
722,1465,17008,13637
722,1467,16987,13592
722,1469,16985,13599
723,1463,17047,13636
724,1460,17076,13685
719,1468,16929,13550
722,1465,16991,13617
723,1457,17005,13615
723,1459,17033,13637
726,1459,17139,13741
729,1479,17105,13639
722,1467,17013,13599
723,1457,17009,13597
720,1458,16971,13590
725,1460,17105,13717
722,1472,16976,13553
727,1460,17153,13737
729,1477,17124,13677
722,1453,17004,13602
725,1469,17066,13690
720,1462,16933,13563
724,1462,17060,13693
722,1466,17029,13658
724,1463,17056,13658
721,1458,16993,13613
725,1466,17043,13634
724,1458,17047,13639
722,1460,17020,13638
724,1475,17063,13671
723,1460,17029,13622
733,1475,17238,13793
724,1464,17079,13655
721,1465,16999,13602
721,1476,16980,13611
722,1467,16991,13634
722,1470,16976,13579
724,1464,17099,13696
723,1462,17022,13635
725,1465,17092,13686
726,1475,17050,13634
721,1460,16969,13595
724,1471,17058,13677
723,1464,17019,13648
722,1464,17011,13617
724,1457,17065,13675
722,1453,16994,13591
723,1463,17046,13664
720,1474,16927,13561
723,1456,17040,13654
723,1460,17039,13647
722,1456,17000,13588
724,1468,17097,13678
722,1459,16977,13600
722,1456,16994,13620
724,1458,17055,13674
722,1466,17011,13610
725,1471,17100,13706
721,1474,16969,13591
722,1462,16996,13607
721,1473,16996,13606
722,1467,17016,13615
725,1448,17080,13710
727,1462,17083,13673
736,1473,17328,13883
724,1462,17092,13674
726,1476,17067,13680
734,1465,17263,13849
726,1471,17026,13603
736,1476,17308,13861
730,1461,17196,13784
735,1455,17344,13905
738,1449,17414,13970
719,1467,16934,13535
723,1467,17035,13653
721,1466,16968,13592
723,1468,17042,13642
722,1452,17028,13624
721,1475,16975,13577
722,1461,17019,13626
725,1463,17081,13702
729,1478,17098,13679
725,1466,17042,13644
719,1456,16924,13526
723,1460,17062,13648
724,1463,17059,13665
721,1462,16969,13607
724,1453,17041,13662
719,1470,16901,13513
726,1465,17126,13725
722,1462,17016,13605
723,1471,17041,13663
725,1446,17097,13676
729,1469,17094,13642
723,1449,17040,13670
729,1465,17166,13754
727,1470,17129,13713
733,1478,17223,13774
722,1465,16966,13568
725,1459,17093,13699
721,1458,16996,13620
723,1460,17036,13666
723,1454,17004,13624
721,1476,16979,13598
726,1463,17126,13709
721,1467,16970,13591
725,1456,17079,13686
725,1470,17097,13707
721,1462,16953,13584
725,1458,17106,13721
723,1463,16992,13572
723,1451,17064,13649
728,1476,17123,13682
721,1472,16975,13586
725,1452,17068,13688
722,1477,16975,13604
724,1461,17059,13666
722,1448,17032,13643
723,1466,17007,13614
725,1448,17122,13718
721,1473,16972,13589
724,1469,17034,13658
722,1469,17005,13619
723,1466,17023,13643
728,1459,17173,13780
722,1463,16988,13599
722,1461,17002,13610
721,1460,16988,13594
721,1463,16963,13587
726,1450,17122,13748
724,1465,17041,13634
730,1480,17159,13693
723,1461,17047,13641
722,1466,16983,13604
722,1457,17001,13639
720,1472,16948,13560
725,1470,17130,13755
722,1477,17025,13616
735,1462,17312,13887
725,1450,17085,13689
719,1466,16943,13547
723,1461,17031,13633
723,1455,17028,13649
721,1465,16964,13598
724,1469,17067,13669
722,1448,17004,13602
723,1462,17043,13663
721,1467,16998,13620
726,1463,17104,13721
736,1464,17325,13894
725,1453,17062,13637
738,1464,17410,13956
724,1467,17091,13680
721,1464,16982,13599
722,1460,16990,13620
722,1479,16998,13600
727,1462,17127,13689
723,1462,17066,13670
722,1470,17019,13635
724,1458,17044,13667
722,1472,16992,13606
725,1462,17080,13696
721,1466,16973,13576
727,1457,17125,13729
736,1464,17306,13844
731,1479,17168,13728
725,1465,17068,13661
721,1455,16967,13579
724,1457,17047,13657
724,1462,17053,13660
723,1475,17019,13629
724,1458,17089,13704
723,1464,17036,13634
721,1457,16982,13591
723,1454,17033,13639
721,1466,16970,13599
726,1458,17140,13749
727,1462,17076,13632
721,1459,16981,13592
724,1464,17035,13647
723,1468,16997,13614
723,1453,17029,13650
719,1458,16938,13560
722,1463,16991,13616
724,1452,17091,13724
721,1463,16974,13592
726,1456,17109,13734
725,1471,17061,13671
731,1473,17152,13727
723,1481,17023,13602
722,1466,16997,13607
725,1451,17103,13705
721,1454,17006,13583
724,1454,17041,13663
721,1468,16994,13607
723,1471,17034,13649
738,1458,17375,13919
723,1464,17037,13626
722,1453,17015,13624
721,1470,17029,13607
723,1451,17011,13641
722,1457,17017,13655
729,1463,17033,13595
723,1463,17059,13679
723,1471,17040,13629
723,1458,17036,13652
722,1461,16988,13616
721,1468,16959,13564
723,1461,17034,13674
724,1470,17069,13681
723,1453,17032,13628
724,1470,17059,13657
721,1454,16967,13538
725,1461,17079,13692
722,1474,17018,13640
722,1458,17000,13620
727,1456,17047,13656
721,1464,16990,13566
730,1461,17211,13803
729,1458,17175,13762
734,1471,17242,13820
736,1450,17354,13932
724,1475,17005,13595
726,1458,17117,13743
720,1458,16966,13566
723,1460,17000,13607
723,1471,17047,13656
723,1470,17036,13644
724,1471,17046,13656
722,1467,17002,13626
723,1461,17012,13630
724,1473,17065,13662
726,1465,17107,13686
733,1464,17217,13791
723,1463,17000,13619
720,1455,16960,13577
725,1466,17102,13698
729,1465,17122,13669
723,1450,17052,13680
722,1461,16985,13598
723,1459,17002,13596
723,1464,17016,13648
720,1472,16962,13575
726,1451,17111,13736
722,1465,17007,13596
722,1460,17011,13608
722,1463,17019,13635
721,1462,16972,13587
725,1455,17086,13724
723,1458,17033,13626
729,1468,17121,13670
723,1469,17036,13632
722,1471,17004,13582
726,1464,17106,13723
720,1462,16962,13577
726,1463,17107,13678
723,1470,17050,13650
722,1454,17024,13623
723,1468,17031,13656
721,1474,16972,13572
727,1467,17145,13740
735,1479,17263,13838
726,1458,17037,13621
723,1463,17023,13647
723,1464,16989,13577
729,1461,17200,13791
735,1465,17324,13926
731,1474,17147,13708
722,1466,16980,13604
722,1473,17013,13605
723,1462,17025,13633
724,1466,17059,13662
725,1469,17050,13643
724,1455,17053,13648
720,1474,16940,13549
737,1448,17366,13966
733,1479,17243,13800
728,1471,17114,13656
724,1467,17066,13619
722,1472,16994,13594
726,1456,17119,13746
723,1463,16980,13577
723,1465,17040,13649
722,1458,17007,13621
722,1470,17005,13594
732,1444,17267,13865
724,1460,17029,13627
725,1467,17044,13627
723,1468,17044,13668
724,1478,17056,13655
727,1462,17140,13760
723,1463,17023,13612
723,1459,17056,13651
723,1459,17046,13656
721,1459,16986,13621
723,1458,17060,13677
721,1461,16993,13589
725,1456,17084,13679
722,1457,17009,13623
722,1477,16999,13603
724,1465,17080,13695
719,1458,16938,13543
722,1453,16990,13614
727,1472,17062,13643
721,1469,16997,13599
738,1454,17378,13949
723,1465,17015,13627
723,1464,17016,13623
720,1467,16972,13612
721,1459,16984,13580
726,1461,17129,13719
722,1462,16993,13577
725,1455,17112,13711
722,1460,16991,13616
722,1462,16997,13625
723,1468,17004,13612
723,1472,17032,13614
725,1452,17092,13694
724,1472,17053,13670
723,1473,16994,13614
724,1453,17050,13653
719,1452,16910,13526
724,1454,17056,13681
722,1459,16998,13621
724,1460,17073,13668
723,1457,17038,13620
716,1433,16869,13475
723,1468,17054,13668
722,1458,16975,13604
724,1471,17065,13653
721,1467,16977,13588
722,1476,17006,13601
727,1467,17112,13665
722,1462,17007,13643
722,1462,17025,13623
736,1456,17345,13925
721,1465,16999,13582
726,1464,17121,13729
721,1465,16977,13568
725,1455,17083,13690
722,1472,17026,13642
722,1468,16985,13603
725,1463,17070,13698
722,1467,16984,13590
724,1501,17038,13626
722,1465,17034,13637
721,1477,16971,13578
723,1464,17047,13649
721,1464,16957,13568
725,1461,17076,13686
723,1456,17043,13644
722,1453,16994,13605
728,1447,17175,13779
721,1465,16963,13555
722,1462,17012,13624
722,1466,16987,13600
720,1459,16971,13580
726,1457,17161,13749
720,1463,16945,13561
724,1466,17065,13655
721,1471,16982,13583
721,1465,16976,13603
725,1447,17097,13721
722,1465,16980,13600
722,1464,17015,13614
722,1465,17008,13605
720,1459,16947,13568
725,1448,17109,13732
721,1461,16958,13562
727,1468,17139,13743
722,1474,17019,13627
736,1467,17326,13895
727,1462,17114,13672
721,1456,16959,13551
725,1467,17075,13689
722,1457,16996,13626
723,1462,17041,13647
722,1460,17026,13636
721,1469,16950,13565
722,1457,17030,13638
724,1462,17054,13672
722,1462,16991,13589
724,1471,17060,13662
721,1437,16985,13601
725,1455,17075,13639
720,1454,16982,13603
725,1459,17076,13689
724,1458,17048,13625
720,1467,16938,13548
725,1467,17077,13683
726,1468,17104,13696
725,1461,17062,13619
724,1453,17093,13681
721,1483,16933,13536
725,1460,17082,13698
721,1464,16985,13599
723,1459,17030,13620
720,1471,16996,13599
720,1464,16946,13568
726,1442,17120,13736
721,1464,16939,13554
722,1473,16995,13628
721,1456,17014,13641
722,1466,16978,13593
736,1440,17411,13987
723,1459,17010,13621
727,1465,17091,13657
724,1463,17025,13624
724,1455,17034,13649
737,1468,17324,13881
725,1476,17052,13608
722,1466,17040,13629
722,1469,17041,13640
722,1466,16981,13596
726,1453,17098,13735
721,1470,16967,13589
723,1469,17039,13633
723,1473,17035,13629
720,1465,16934,13561
726,1457,17129,13733
720,1470,16964,13578
723,1468,17028,13644
723,1467,17024,13636
722,1465,16979,13603
725,1465,17118,13705
720,1475,16940,13550
724,1464,17051,13665
721,1456,16964,13569
722,1453,16990,13607
725,1460,17088,13691
721,1473,16964,13563
721,1460,17035,13649
724,1463,17065,13677
722,1460,16997,13611
724,1461,17038,13656
720,1482,16935,13552
732,1475,17198,13750
724,1465,17070,13672
723,1463,17006,13583
724,1473,17083,13686
723,1479,16993,13589
723,1461,17020,13642
722,1450,17004,13619
722,1462,16997,13607
722,1462,17028,13619
720,1470,16916,13527
725,1456,17076,13696
724,1458,17044,13651
720,1466,16957,13592
723,1479,17037,13632
719,1457,16919,13534
726,1461,17123,13712
728,1458,17177,13760
730,1481,17141,13713
723,1455,17029,13647
719,1475,16934,13556
723,1449,17062,13658
723,1460,17057,13636
722,1466,17016,13616
723,1467,17052,13672
723,1466,17018,13635
724,1454,17041,13645
721,1467,16973,13582
717,1466,16902,13561
724,1459,17063,13646
722,1453,16983,13592
725,1449,17084,13698
721,1466,16965,13591
723,1466,17015,13642
725,1447,17118,13734
732,1480,17170,13728
726,1459,17110,13695
722,1476,17022,13601
722,1463,16990,13613
723,1457,17022,13644
721,1448,16996,13606
725,1452,17103,13714
722,1469,17010,13610
723,1477,17035,13647
722,1457,16987,13613
722,1462,16979,13607
723,1455,17063,13692
722,1466,16988,13612
727,1472,17071,13630
722,1465,17039,13621
723,1465,17039,13638
724,1460,17056,13688
721,1478,16974,13558
726,1459,17112,13735
727,1479,17088,13652
722,1452,16988,13586
725,1457,17079,13677
723,1464,17017,13607
722,1470,16998,13614
723,1454,17037,13656
720,1461,16942,13581
723,1467,17063,13673
722,1477,16993,13576
726,1462,17107,13721
722,1453,17021,13620
723,1470,17014,13624
723,1476,17024,13627
721,1473,16961,13577
722,1458,17004,13624
724,1462,17064,13664
727,1466,17168,13745
728,1473,17096,13679
721,1467,16964,13572
724,1457,17041,13654
722,1464,17005,13611
723,1463,17043,13637
725,1464,17062,13663
721,1468,16998,13584
724,1457,17064,13683
722,1448,17013,13634
726,1464,17098,13701
728,1478,17156,13736
721,1467,16987,13559
724,1457,17053,13680
721,1464,16984,13593
723,1470,17043,13656
724,1456,17034,13625
721,1464,16977,13603
723,1446,17049,13679
721,1472,17001,13569
730,1459,17201,13816
725,1463,17085,13708
724,1475,17008,13577
725,1464,17085,13717
723,1463,17033,13652
722,1470,17018,13629
724,1460,17061,13663
722,1460,17011,13596
727,1447,17153,13760
724,1449,16996,13579
722,1472,16983,13610
725,1463,17073,13671
722,1465,16997,13592
724,1460,17074,13691
723,1469,17024,13619
721,1469,16971,13586
732,1486,17183,13755
721,1460,16971,13583
725,1454,17104,13725
720,1469,16975,13557
724,1465,17051,13649
721,1458,16989,13587
724,1464,17054,13663
722,1472,17008,13618
721,1461,16963,13562
724,1466,17048,13671
723,1454,17037,13646
723,1463,17054,13630
723,1465,17035,13656
723,1453,17000,13606
722,1462,17001,13617
724,1462,17078,13668
722,1476,17017,13615
724,1458,17055,13674
721,1475,16976,13568
723,1460,17037,13657
722,1462,17001,13630
723,1456,17020,13620
723,1469,17033,13670
716,1459,16873,13514
725,1459,17094,13710
724,1447,17050,13677
722,1462,17026,13628
720,1470,17045,13653
721,1470,16989,13596
729,1452,17209,13805
732,1441,17311,13903
723,1455,17058,13643
722,1456,16988,13606
726,1468,17070,13626
724,1454,17061,13694
721,1463,17006,13604
723,1457,17057,13663
723,1472,17039,13660
722,1468,16991,13592
725,1454,17119,13730
722,1460,17005,13624
719,1473,16916,13561
725,1454,17064,13689
721,1458,17000,13599
729,1445,17188,13794
731,1482,17152,13691
721,1472,16981,13586
724,1455,17039,13682
721,1467,16976,13572
725,1452,17117,13718
722,1466,17013,13595
724,1466,17051,13612
722,1466,17006,13640
724,1465,17014,13633
725,1457,17098,13720
